,benchmark,Unnamed: 0,1mil,2mil,3mil,4mil,5mil,6mil,7mil
0,0,,0.9766355140186916,,,,,,
1,1,1.0,,,,,,,
2,2,1.0,0.8863383106752843,0.83986856516977,0.8171238570241064,0.8250265111346767,0.830598764116769,0.814691151919867,0.8205508474576263
3,3,1.0,0.895908273381295,0.8675557599448148,0.8333333333333333,0.8323210412147509,0.835700240332095,0.8286021505376342,0.8432934926958837
4,4,1.0,,,,,,,
5,5,1.0,0.9935950988582567,1.0519074013694165,1.0522952529994782,1.0524290837952395,1.0524290837952393,1.0523638734920127,1.0523604590505995
6,6,1.0,0.9337252805986104,0.932635154259836,0.9369197160021846,0.9476407914764082,0.937879225657324,0.931920903954803,0.9175403797109665
7,7,1.0,,,,,,,
8,8,1.0,0.9122847836202885,0.9040646853146851,0.8257182416060915,0.7714478341479867,0.852739090064995,1.000429276668812,0.9588865096359748
9,9,1.0,0.9417380660954713,0.873281150835625,0.7983265027322405,0.7752060319130284,0.8464433571697403,0.9653119868637119,0.8982654453322935
10,10,1.0,0.8542805100182149,0.8202802967848309,0.8646652370741007,0.8651551312649166,0.8659818442427133,0.8642210576464995,0.8636039038324207
11,11,1.0,1.041043588927776,1.0465079615323976,1.0463503074255087,1.0463466540553321,1.046267833215102,1.046425474895564,1.0462678332151012
12,12,1.0,1.0456720678364537,1.0532123589995097,1.0531306195847636,1.0531306195847643,1.0531306195847625,1.0531306195847654,1.053044544340008
13,13,1.0,1.0012241775057387,0.8942815953868329,0.8989631058596577,0.8871081781758186,0.8863421550094528,0.8928912213740448,0.8906844106463888
14,14,1.0,0.9248505550811271,0.4514038876889849,,,,,
15,15,1.0,0.8670938404299297,0.8408477041346352,0.8382810878139921,0.8396930734135211,0.8422360248447208,0.838576158940398,0.8420178534357481
16,16,1.0,0.9931740614334471,,,,,,
17,17,1.0,0.8548387096774195,0.8658481127785356,0.9735154725397275,0.9263041678167258,0.9476727377854883,0.9666187050359719,0.9190871369294591
18,18,1.0,0.8364650010324179,0.8485845951283743,0.9740658114891236,0.9288876591034869,0.9477029760184906,0.9590961098398185,0.9033341948823987
19,19,1.0,0.9681759379042691,0.8973557692307693,0.8698224852071007,0.8282808137215794,0.8011738811445346,0.7955417504111085,0.799521795107596
20,20,1.0,0.7383852052322958,0.5747688243064732,,,,,
21,21,1.0,0.7285314479304758,0.6947930574098796,0.6881793478260875,0.7195160776822666,0.2846091861402096,,
22,22,1.0,,,,,,,
23,23,1.0,0.9161003046636982,0.916872835230084,0.8638322884012541,0.6813840331591278,0.647403210576015,0.627370478983382,0.8834389639019016
24,24,1.0,,,,,,,
25,25,1.0,,,,,,,
26,26,1.0,0.9890859481582538,0.9959525874530213,0.9976811594202898,0.997681159420289,0.996243860156025,0.9976737423669668,0.9959514170040483
27,27,1.0,,,,,,,
28,28,1.0,1.0571282401091404,1.0518313361971516,1.04328897650731,0.9831752829611503,0.978808353808354,0.9703791469194325,0.9739130434782576
29,29,1.0,1.0457815945224558,1.0476378842676308,1.0475813743218814,1.0476378842676304,1.0476378842676317,1.0475813743218803,1.0476378842676326
