,benchmark,Unnamed: 0,1mil,2mil,3mil,4mil,5mil,6mil,7mil
0,0,,0.9952153110047846,,,,,,
1,1,1.0,,,,,,,
2,2,1.0,0.9977295660948536,0.9950078822911194,0.9969214982042071,0.9955958549222802,0.9919834497026112,0.9938032532920218,0.9976513569937382
3,3,1.0,0.9994952044422011,0.9965425531914893,0.9984419631264607,0.9979074025634318,0.999475203358699,0.9997393797237432,0.9994706193753292
4,4,1.0,,,,,,,
5,5,1.0,1.0,0.987047118453163,1.000061965547156,0.9999380382923349,1.0000619655471572,0.9999380382923355,0.9999999999999993
6,6,1.0,0.9997135491263248,0.9987864077669896,1.001459854014599,0.9987171263630525,1.0009242144177453,1.0003035822707957,0.9996915484268979
7,7,1.0,,,,,,,
8,8,1.0,0.998721554589619,0.9997539370078742,1.0002157497303128,0.9997756841633021,0.9986598168416354,0.9997625830959164,0.9995009980039924
9,9,1.0,0.9992173232454996,0.9997529644268774,0.9986976340351643,0.9986235375086021,0.9975146859466794,0.9976553341148885,0.9992732558139528
10,10,1.0,0.9992765854834822,0.9997461284589995,1.0005514199062584,0.9997241379310347,1.0002758620689658,0.9999999999999991,0.9994487320837931
11,11,1.0,0.9847782413846391,1.0004521477015824,1.0003768181475614,1.000376761359356,1.0001507045437414,1.0006029544769377,1.000452215857702
12,12,1.0,0.9824132877381535,1.0,1.0,1.0,0.9999223903764062,1.000000000000001,1.0001552433439418
13,13,1.0,0.9985902255639098,0.9994626544868348,1.0,0.9994685091682173,0.9997332622032539,0.9989307671745522,0.999465954606142
14,14,1.0,1.0,1.0,1.0,1.0,0.9995323825111054,0.9992975883867947,0.9997656433091171
15,15,1.0,0.9995192307692307,0.9997498123592699,1.0,0.9990007494379212,1.0,1.0,0.9997502497502495
16,16,1.0,1.0034364261168385,,,,,,
17,17,1.0,0.9989909182643795,1.0,0.9999999999999999,1.0003057169061451,1.0003081664098616,0.9996928746928745,1.0
18,18,1.0,0.9982707509881423,0.9997403271877437,1.0,0.9993889398105709,1.0003080714725814,1.0,0.9996987044290455
19,19,1.0,1.0,0.9994517543859647,0.9989417989417994,0.9975621647976596,0.9888121875743876,0.9892524480534981,0.9901796407185632
20,20,1.0,0.9989581162742237,0.994808405438814,,,,,
21,21,1.0,0.9983447134285125,0.9950910206586213,0.9954507857733657,0.9990999099909992,1.0,,
22,22,1.0,,,,,,,
23,23,1.0,1.0,0.9997288503253796,0.8723796360285645,0.8983097055616145,0.9845313921747042,0.9950000000000017,0.9987480438184663
24,24,1.0,,,,,,,
25,25,1.0,,,,,,,
26,26,1.0,0.9988953327809997,1.0020331106593088,1.0000000000000002,0.999418435591741,0.9976784677887418,1.0026231419411247,0.9994194484760516
27,27,1.0,,,,,,,
28,28,1.0,1.0001076484202596,1.0,0.9991342672753026,1.0009345794392557,0.9971830985915465,1.0009177118384835,0.9996921182266006
29,29,1.0,0.9986137296218254,1.0000539432516995,0.9999460596580182,1.0000539432516986,1.0,0.999946059658019,0.9999999999999986
