,benchmark,Unnamed: 0,1mil,2mil,3mil,4mil,5mil,6mil,7mil
0,0,,1.0,,,,,,
1,1,1.0,,,,,,,
2,2,1.0,0.999495713565305,0.9984260230849947,0.9982074263764404,0.9989648033126293,0.9987086776859505,0.9971678681771368,0.9981766084917939
3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9936875328774339
4,4,1.0,,,,,,,
5,5,1.0,1.0,0.9935961203680679,0.9999999999999998,1.0000000000000002,0.9999999999999987,1.0,1.0000619655471557
6,6,1.0,1.0,1.0015192950470988,0.9985422740524776,1.0012845215157362,0.9990766389658352,0.999696509863429,1.000308546744831
7,7,1.0,,,,,,,
8,8,1.0,0.9979586629242155,0.9977903265406332,0.9797083069118582,0.9867197875166003,0.9863406036571926,0.9976314542870687,0.9999999999999982
9,9,1.0,0.9968790637191157,0.9950835791543758,0.9956775448454714,0.9963428571428579,0.9948302989435833,0.9985951767735879,0.9983071342200742
10,10,1.0,0.9952003839692822,0.998985544002029,0.99944888399008,1.0002759381898452,0.999724214009929,1.0,1.0002757099531285
11,11,1.0,0.9916481495670831,0.9999999999999999,1.0,1.0000753579502633,1.0000000000000004,1.0,1.0
12,12,1.0,0.9903241412675374,0.9999999999999996,1.0000000000000004,0.9999999999999993,1.000077615647315,0.9999999999999988,0.9998447807528132
13,13,1.0,0.9836671802773496,0.9997313994090792,0.999462798818157,0.999734325185973,0.9994668088509737,0.9994656692492646,0.9991995731056557
14,14,1.0,0.9990762124711318,0.999298245614035,0.9997656433091162,0.9988298619237066,0.9965051258154712,15.474637681159509,
15,15,1.0,0.9987995198079235,0.9992499999999994,0.9992484969939883,1.0,0.9985074626865674,0.9990012484394508,0.9997503121098644
16,16,1.0,0.9965753424657535,,,,,,
17,17,1.0,0.999495713565305,0.9992073976221928,0.9997131382673553,0.9996943765281174,1.0,0.9990794722307459,0.9999999999999988
18,18,1.0,1.0,0.9981855883877657,1.0,1.0,0.9993842364532025,1.0003057169061442,1.0
19,19,1.0,1.0,0.9788033270727127,0.9905660377358493,0.9896260554885399,0.9742578849721707,0.9750815090824405,0.9741017265515632
20,20,1.0,0.9911193721602645,0.9605794348135832,,,,,
21,21,1.0,0.9885457148701164,0.9654423380726699,0.9710843373493976,0.9893143365983971,0.9738041002277898,,
22,22,1.0,,,,,,,
23,23,1.0,0.9969127862104451,0.9991872121376318,0.9949575979830395,0.9983669025585187,1.0003033980582527,0.999999999999999,1.000000000000001
24,24,1.0,,,,,,,
25,25,1.0,,,,,,,
26,26,1.0,0.9988965517241379,0.9999999999999999,1.0,1.0,0.9991301826616401,1.0002915451895047,1.000000000000001
27,27,1.0,,,,,,,
28,28,1.0,0.9989783847725561,1.0000537374388736,1.0008664828672709,0.9981343283582069,1.0025101976780697,0.9978632478632479,1.000307976593777
29,29,1.0,0.9998336752231525,0.9999460596580182,1.0,1.0000000000000007,1.0,0.9999999999999992,1.0000539432517008
