,benchmark,Unnamed: 0,1mil,2mil,3mil,4mil,5mil,6mil,7mil
0,0,0,0.00019999999999999944,,,,,,
1,1,0,,,,,,,
2,2,0,0.04159999999999997,0.06279999999999993,0.07799999999999986,0.0686,0.06510000000000023,0.07379999999999982,0.07480000000000021
3,3,0,0.03219999999999994,0.04450000000000005,0.06040000000000004,0.059600000000000014,0.05670000000000007,0.06099999999999986,0.055299999999999794
4,4,0,,,,,,,
5,5,0,-0.002499999999999985,-0.08040000000000008,-0.08019999999999972,-0.08039999999999975,-0.08040000000000114,-0.0803000000000012,-0.08029999999999843
6,6,0,0.0186,0.024199999999999958,0.022999999999999972,0.016199999999999895,0.02100000000000001,0.023799999999999776,0.028900000000000106
7,7,0,,,,,,,
8,8,0,0.026399999999999948,0.027200000000000054,0.07350000000000022,0.10249999999999981,0.055700000000000194,-0.003299999999999397,0.014399999999999396
9,9,0,0.018299999999999914,0.042900000000000056,0.06460000000000007,0.07849999999999993,0.0397000000000005,0.014299999999999383,0.04759999999999938
10,10,0,0.051500000000000073,0.06709999999999997,0.05649999999999995,0.05620000000000017,0.05489999999999987,0.055399999999999935,0.057100000000000206
11,11,0,-0.05459999999999996,-0.05849999999999935,-0.05840000000000029,-0.058099999999999125,-0.05820000000000148,-0.05830000000000002,-0.05840000000000012
12,12,0,-0.05909999999999995,-0.06500000000000047,-0.06499999999999943,-0.06500000000000133,-0.06499999999999856,-0.06510000000000196,-0.06479999999999819
13,13,0,-0.004800000000000117,0.043899999999999925,0.04199999999999989,0.0479000000000002,0.04799999999999974,0.04490000000000045,0.0458999999999995
14,14,0,0.033400000000000096,0.03259999999999991,0.031400000000000004,0.032500000000000154,0.033799999999999455,0.03200000000000043,0.032300000000000384
15,15,0,0.05209999999999998,0.05900000000000011,0.06240000000000013,0.04900000000000017,0.0631999999999998,0.057399999999999986,0.0588000000000006
16,16,0,0.00010000000000000243,,,,,,
17,17,0,0.05209999999999998,0.043900000000000015,-0.0023000000000002185,-0.0008999999999998592,0.0016000000000000389,0.0019999999999995716,0.0008000000000008001
18,18,0,0.06270000000000009,0.053899999999999955,-0.0024999999999999415,-0.0011000000000001026,0.001899999999999992,0.002899999999999821,0.0006999999999997026
19,19,0,0.00890000000000001,0.028899999999999974,0.038199999999999866,0.06470000000000034,0.06719999999999964,0.0698999999999999,0.07100000000000015
20,20,0,0.1300000000000001,0.24480000000000005,,,,,
21,21,0,0.13280000000000003,0.13440000000000005,0.13979999999999965,0.13230000000000022,0.4835,,
22,22,0,,,,,,,
23,23,0,0.03299999999999996,0.028800000000000048,0.04879999999999997,0.1525999999999998,0.1874000000000004,0.18680000000000024,0.03659999999999948
24,24,0,,,,,,,
25,25,0,,,,,,,
26,26,0,0.0036999999999999707,0.0005999999999999062,0.0005000000000001097,0.00060000000000047,0.001799999999999892,-0.0005000000000001097,0.0009999999999999593
27,27,0,,,,,,,
28,28,0,-0.10110000000000015,-0.09180000000000021,-0.052300000000000436,0.0049000000000007805,0.005999999999999712,0.007700000000000068,0.007900000000001005
29,29,0,-0.08100000000000017,-0.0841999999999992,-0.08430000000000139,-0.08429999999999896,-0.08420000000000094,-0.08429999999999688,-0.08430000000000382
