,Name,1mil,2mil,3mil,4mil,5mil,6mil,7mil
0,bwaves_r,0.00021400000000000002,,,,,,
1,bwaves_s,,,,,,,
2,cactuBSSN_r,0.004487,0.004565,0.004811999999999999,0.0047150000000000004,0.004693000000000003,0.004791999999999998,0.004720000000000002
3,cactuBSSN_s,0.004448,0.004349,0.004632000000000001,0.0046099999999999995,0.004577000000000001,0.004650000000000001,0.004517999999999998
4,cam4_s,,,,,,,
5,deepsjeng_s,0.0035909999999999996,0.015334999999999998,0.015336000000000002,0.015335000000000001,0.015335000000000001,0.015334999999999988,0.015336000000000002
6,exchange2_s,0.003742,0.003533,0.0036620000000000003,0.0032849999999999997,0.0034610000000000005,0.003539999999999998,0.003529000000000001
7,fotonik3d_s,,,,,,,
8,gcc_r,0.004298,0.004576,0.005778000000000002,0.005932999999999997,0.005385000000000001,0.004659000000000003,0.0046700000000000005
9,gcc_s,0.004085,0.004727,0.005856,0.005703,0.005314000000000003,0.004871999999999998,0.005130999999999997
10,imagick_s,0.004941,0.004852000000000001,0.004196999999999999,0.004190000000000001,0.004185999999999999,0.004197999999999997,0.004201
11,lbm_r,0.012572,0.012686000000000003,0.012685999999999996,0.012687000000000004,0.012686999999999997,0.01268699999999999,0.012687000000000004
12,lbm_s,0.011911,0.012234,0.012234000000000002,0.012233999999999995,0.012234000000000009,0.012233999999999988,0.01223500000000001
13,leela_s,0.006534999999999999,0.004162000000000001,0.004147,0.004243,0.004232,0.004192000000000001,0.0042079999999999965
14,mcf_r,0.004684000000000001,0.004629999999999999,0.004617000000000001,0.004631999999999999,0.004650999999999999,0.004632000000000001,0.004622000000000005
15,nab_s,0.004838,0.004813,0.004817,0.004822000000000002,0.0048299999999999975,0.0048319999999999995,0.004817000000000002
16,namd_r,0.000293,,,,,,
17,omnetpp_r,0.00465,0.004398000000000001,0.003586999999999998,0.003623000000000003,0.003458999999999997,0.003474999999999999,0.0038560000000000053
18,omnetpp_s,0.004843,0.004557,0.0035860000000000006,0.003613999999999999,0.0034610000000000023,0.0034959999999999956,0.003869000000000001
19,parest_r,0.003865,0.004159999999999999,0.004394,0.005014000000000001,0.0054519999999999985,0.005472999999999999,0.005437000000000001
20,perlbench_r,0.006651000000000001,0.00757,0.007397000000000001,0.006166999999999999,0.006117000000000001,0.006937999999999993,0.007079000000000002
21,perlbench_s,0.006789,0.00749,0.0073599999999999985,0.006281999999999999,0.006204999999999999,0.006965000000000006,0.007051000000000002
22,pop2_s,,,,,,,
23,povray_r,0.004267,0.0040420000000000005,0.005103999999999999,0.005549,0.005295000000000001,0.0051150000000000015,0.0036290000000000003
24,roms_s,,,,,,,
25,wrf_s,,,,,,,
26,x264_s,0.003665,0.0034589999999999994,0.003450000000000001,0.0034500000000000017,0.003460999999999999,0.003439000000000001,0.0034579999999999993
27,xalancbmk_s,0.004509,0.005667000000000001,0.007264,0.007441999999999997,0.006876000000000004,0.006985999999999999,0.005417999999999999
28,xz_r,0.017592,0.017691999999999996,0.012174000000000004,0.003269000000000001,0.003256000000000002,0.003375999999999997,0.0033350000000000046
29,xz_s,0.017234,0.017696000000000003,0.017695999999999996,0.01769600000000001,0.01769599999999999,0.017696000000000017,0.017695999999999976
