,Name,1mil,2mil,3mil,4mil,5mil,6mil,7mil
0,bwaves_r,0.000212,,,,,,
1,bwaves_s,,,,,,,
2,cactuBSSN_r,0.004071,0.0039369999999999995,0.004032000000000001,0.004029,0.0040420000000000005,0.004053999999999999,0.003972
3,cactuBSSN_s,0.0041259999999999995,0.0039039999999999995,0.004028,0.004014,0.00401,0.004040000000000002,0.003965
4,cam4_s,,,,,,,
5,deepsjeng_s,0.003616,0.016139,0.016138,0.016139,0.016139000000000008,0.016138,0.016138999999999987
6,exchange2_s,0.003556,0.0032909999999999997,0.003432,0.0031230000000000008,0.0032510000000000004,0.0033019999999999994,0.00324
7,fotonik3d_s,,,,,,,
8,gcc_r,0.004034,0.004304,0.005043000000000001,0.004907999999999999,0.004827999999999999,0.004691999999999998,0.004526000000000006
9,gcc_s,0.0039020000000000005,0.004298,0.005209999999999999,0.0049180000000000005,0.004916999999999998,0.004729000000000004,0.004655000000000003
10,imagick_s,0.004425999999999999,0.004181000000000001,0.003632,0.0036279999999999993,0.0036370000000000013,0.003643999999999998,0.003629999999999998
11,lbm_r,0.013118000000000001,0.013270999999999998,0.01327,0.013267999999999995,0.01326900000000001,0.01326999999999999,0.013271000000000005
12,lbm_s,0.012502,0.012884000000000003,0.012883999999999996,0.012884000000000007,0.012883999999999993,0.012885000000000008,0.012882999999999992
13,leela_s,0.0065829999999999994,0.0037230000000000015,0.003727000000000001,0.0037639999999999982,0.003752000000000002,0.0037429999999999963,0.0037490000000000023
14,mcf_r,0.00435,0.0043040000000000005,0.0043029999999999995,0.004306999999999998,0.004313000000000004,0.004311999999999996,0.004299000000000001
15,nab_s,0.0043170000000000005,0.004223,0.004192999999999999,0.004332000000000001,0.004198,0.004258000000000001,0.004228999999999997
16,namd_r,0.000292,,,,,,
17,omnetpp_r,0.004129,0.003959,0.0036100000000000004,0.0036320000000000015,0.0034429999999999964,0.003455000000000003,0.0038479999999999973
18,omnetpp_s,0.004215999999999999,0.004018000000000001,0.0036109999999999996,0.0036249999999999998,0.0034420000000000023,0.003466999999999998,0.0038620000000000043
19,parest_r,0.003776,0.0038710000000000003,0.004012000000000001,0.004366999999999998,0.004780000000000003,0.0047740000000000005,0.0047269999999999986
20,perlbench_r,0.005351,0.005122,,,,,
21,perlbench_s,0.005461,0.0061459999999999996,0.005962000000000002,0.004958999999999998,0.0013699999999999997,,
22,pop2_s,,,,,,,
23,povray_r,0.0039369999999999995,0.0037540000000000004,0.004615999999999999,0.004023000000000002,0.003420999999999997,0.003247,0.0032630000000000055
24,roms_s,,,,,,,
25,wrf_s,,,,,,,
26,x264_s,0.003628,0.0034530000000000003,0.003445,0.0034439999999999974,0.003443,0.0034440000000000026,0.0034479999999999997
27,xalancbmk_s,,,,,,,
28,xz_r,0.018603,0.018609999999999995,0.012697000000000007,0.0032199999999999937,0.0031960000000000044,0.0032989999999999964,0.003255999999999995
29,xz_s,0.018044,0.018537999999999995,0.018539000000000007,0.018539,0.018538,0.018538999999999986,0.018539000000000014
